股票代码,股票名称,总市值(亿),市盈率,市净率,最新价,资产负债率(%),净资产收益率(%),销售净利率(%),三项费用比重,平均营收增长率(%),正增长比例,数据年数
688091,上海谊众,125.77916494,221.66,8.84,60.85,3.0076,1.0,19.9712,43.4627,600.27235,0.6,10.0
